,Player,Height,Weight,College,Country,Draft Year,Draft Round,Draft Number,Height_cm,BODY FAT %,"
            HAND LENGTH (inches)
          ",HAND WIDTH (inches),STANDING REACH,WINGSPAN
734,Darrell Arthur,6-9,235,Kansas,USA,2008,1,27,205.74,7.30%,-,-,8' 11'',6' 10.75''
735,Donte Greene,6-11,226,Syracuse,USA,2008,1,28,210.82,7.60%,-,-,9' 0'',6' 10''
736,DJ White,6-9,235,Indiana,USA,2008,1,29,205.74,,,,,
737,O.J. Mayo,6-4,210,Southern California,USA,2008,1,3,193.04,6.30%,-,-,8' 3.5'',6' 6''
738,J.R. Giddens,6-5,215,New Mexico,USA,2008,1,30,195.58,5.40%,-,-,8' 7'',6' 11.25''
739,Nikola Pekovic,6-11,290,None,Montenegro,2008,2,31,210.82,,,,,
740,Walter Sharpe,6-9,245,None,USA,2008,2,32,205.74,,,,,
741,Joey Dorsey,6-8,268,Memphis,USA,2008,2,33,203.2,9.00%,-,-,8' 11'',7' 1.75''
742,Mario Chalmers,6-2,190,Kansas,USA,2008,2,34,187.96,,,,,
743,DeAndre Jordan,6-11,265,Texas A&M,USA,2008,2,35,210.82,7.50%,-,-,9' 5.5'',7' 6''
744,Omer Asik,7-0,255,None,Turkey,2008,2,36,213.36,,,,,
745,Luc Mbah a Moute,6-8,230,California-Los Angeles,Cameroon,2008,2,37,203.2,7.00%,-,-,8' 7.5'',7' 2.5''
746,Kyle Weaver,6-6,201,Washington State,USA,2008,2,38,198.12,,,,,
747,Sonny Weems,6-6,203,Arkansas,USA,2008,2,39,198.12,4.40%,-,-,8' 8'',6' 10''
748,Russell Westbrook,6-3,187,UCLA,USA,2008,1,4,190.5,4.80%,-,-,8' 4'',6' 7.75''
749,Chris Douglas-Roberts,6-7,210,Memphis,USA,2008,2,40,200.66,,,,,
750,Nathan Jawai,6-10,280,None,Australia,2008,2,41,208.28,,,,,
751,Sean Singletary,6-0,185,Virginia,USA,2008,2,42,182.88,4.20%,-,-,7' 11'',6' 4.5''
752,Patrick Ewing,6-8,235,Georgetown,USA,2008,2,43,203.2,9.40%,,,8' 1.5'',7' 0.25''
753,Goran Dragic,6-3,190,None,Slovenia,2008,2,45,190.5,,,,,
754,Henry Walker,6-6,235,Kansas State,USA,2008,2,47,198.12,,,,,
755,Malik Hairston,6-6,220,Oregon,USA,2008,2,48,198.12,6.90%,-,-,8' 7.5'',6' 9''
756,Kevin Love,6-10,260,UCLA,USA,2008,1,5,208.28,12.90%,-,-,8' 10'',6' 11.25''
757,Darnell Jackson,6-9,253,Kansas,,2008,2,52,205.74,12.50%,-,-,8' 10.5'',6' 11.25''
758,Mike Taylor,6-2,165,None,USA,2008,2,55,187.96,3.80%,-,-,8' 2'',6' 7.25''
759,Sasha Kaun,6-11,260,Kansas,Russia,2008,2,56,210.82,9.60%,-,-,9' 2'',7' 4''
760,Joe Crawford,6-5,210,Kentucky,,2008,2,58,195.58,7.60%,-,-,8' 3.5'',6' 5.75''
761,Danilo Gallinari,6-10,225,None,Italy,2008,1,6,208.28,,,,,
762,Semih Erden,7-0,240,None,Turkey,2008,2,60,213.36,,,,,
763,Eric Gordon,6-3,215,Indiana,USA,2008,1,7,190.5,8.20%,-,-,8' 3'',6' 9''
764,Joe Alexander,6-8,230,West Virginia,,2008,1,8,203.2,5.80%,-,-,8' 10'',6' 11.5''
765,D.J. Augustin,6-0,180,Texas,USA,2008,1,9,182.88,8.10%,-,-,7' 10.5'',6' 3.5''
766,Blake Griffin,6-10,251,Oklahoma,USA,2009,1,1,208.28,8.20%,-,-,8' 9'',6' 11.25''
767,Brandon Jennings,6-1,169,None,USA,2009,1,10,185.42,,,,,
768,Terrence Williams,6-6,220,Louisville,USA,2009,1,11,198.12,5.10%,-,-,8' 7.5'',6' 9''
769,Gerald Henderson,6-5,215,Duke,USA,2009,1,12,195.58,4.40%,-,-,8' 6.5'',6' 10.25''
770,Tyler Hansbrough,6-9,250,North Carolina,USA,2009,1,13,205.74,8.50%,-,-,8' 10'',6' 11.5''
771,Earl Clark,6-10,225,Louisville,USA,2009,1,14,208.28,5.20%,-,-,9' 1.5'',7' 2.5''
772,Austin Daye,6-11,200,Gonzaga,,2009,1,15,210.82,5.50%,-,-,9' 2'',7' 2.75''
773,James Johnson,6-9,248,Wake Forest,USA,2009,1,16,205.74,12.00%,-,-,8' 9.5'',7' 0.75''
774,Jrue Holiday,6-4,180,UCLA,USA,2009,1,17,193.04,6.30%,-,-,8' 4.5'',6' 7''
775,Ty Lawson,5-11,195,North Carolina,USA,2009,1,18,180.34,6.60%,-,-,7' 10.5'',6' 0.75''
776,Jeff Teague,6-2,181,Wake Forest,USA,2009,1,19,187.96,4.50%,-,-,8' 2.5'',6' 7.5''
777,Hasheem Thabeet,7-3,263,Connecticut,Tanzania,2009,1,2,220.98,6.70%,-,-,9' 5'',7' 6.25''
778,Eric Maynor,6-3,175,Va Commonwealth,USA,2009,1,20,190.5,5.40%,-,-,8' 1'',6' 2.5''
779,Darren Collison,6-0,160,UCLA,USA,2009,1,21,182.88,5.70%,-,-,8' 0.5'',6' 3''
780,Omri Casspi,6-9,225,None,Israel,2009,1,23,205.74,8.60%,-,-,8' 10.5'',6' 9.25''
781,Byron Mullens,7-0,275,Ohio State,USA,2009,1,24,213.36,8.50%,-,-,9' 3'',7' 1.5''
782,Rodrigue Beaubois,6-2,185,None,France,2009,1,25,187.96,7.90%,-,-,8' 4'',6' 9.75''
783,Taj Gibson,6-9,225,USC,USA,2009,1,26,205.74,6.60%,-,-,9' 1'',7' 4''
784,DeMarre Carroll,6-8,212,Missouri,USA,2009,1,27,203.2,6.30%,-,-,8' 9'',6' 10''
785,Wayne Ellington,6-4,200,North Carolina,USA,2009,1,28,193.04,5.50%,-,-,8' 4'',6' 6.5''
786,Toney Douglas,6-2,185,Florida State,USA,2009,1,29,187.96,5.20%,-,-,8' 1.5'',6' 6''
787,James Harden,6-5,220,Arizona State,USA,2009,1,3,195.58,10.10%,-,-,8' 7.5'',6' 10.75''
788,Christian Eyenga,6-7,210,None,Congo,2009,1,30,200.66,,,,,
789,Jeff Ayres,6-9,240,Arizona State,USA,2009,2,31,205.74,5.50%,-,-,8' 11'',7' 1''
790,Jermaine Taylor,6-4,210,Central Florida,USA,2009,2,32,193.04,5.80%,-,-,8' 5'',6' 8.75''
791,Dante Cunningham,6-8,230,Villanova,USA,2009,2,33,203.2,4.80%,-,-,8' 10.5'',6' 11''
792,DaJuan Summers,6-8,240,Georgetown,USA,2009,2,35,203.2,6.60%,-,-,8' 10.5'',7' 0.75''
793,Sam Young,6-6,220,Pittsburgh,USA,2009,2,36,198.12,4.90%,-,-,8' 9.5'',6' 10.75''
794,DeJuan Blair,6-7,270,Pittsburgh,USA,2009,2,37,200.66,12.00%,-,-,8' 10.5'',7' 2''
795,Jon Brockman,6-7,255,Washington,USA,2009,2,38,200.66,,,,,
796,Jonas Jerebko,6-10,231,None,Sweden,2009,2,39,208.28,,,,,
797,Tyreke Evans,6-6,220,Memphis,USA,2009,1,4,198.12,7.10%,-,-,8' 8'',6' 11.25''
798,Derrick Brown,6-8,233,Xavier,USA,2009,2,40,203.2,8.60%,-,-,8' 11.5'',7' 2.5''
799,Jodie Meeks,6-4,208,Kentucky,USA,2009,2,41,193.04,8.00%,-,-,8' 2'',6' 4.5''
800,Patrick Beverley,6-1,185,None,USA,2009,2,42,185.42,,,,,
801,Marcus Thornton,6-4,205,Louisiana State,USA,2009,2,43,193.04,4.80%,-,-,8' 3'',6' 5''
802,Chase Budinger,6-7,218,Arizona,USA,2009,2,44,200.66,10.00%,-,-,8' 5'',6' 7''
803,Nick Calathes,6-6,213,Florida,USA,2009,2,45,198.12,,,,,
804,Danny Green,6-6,210,North Carolina,USA,2009,2,46,198.12,5.60%,-,-,8' 7'',6' 10''
805,Taylor Griffin,6-7,238,Oklahoma,,2009,2,48,200.66,,,,,
806,Ricky Rubio,6-4,180,None,Spain,2009,1,5,193.04,,,,,
807,AJ Price,6-2,185,Connecticut,USA,2009,2,52,187.96,,,,,
808,Nando De Colo,6-5,200,None,France,2009,2,53,195.58,,,,,
809,Patty Mills,6-0,185,St. Mary's (CA),Australia,2009,2,55,182.88,6.90%,-,-,7' 11'',6' 2''
810,Lester Hudson,6-3,190,Tennessee-Martin,USA,2009,2,58,190.5,3.40%,,,8' 2.5'',6' 8.75''
811,Jonny Flynn,6-0,185,Syracuse,USA,2009,1,6,182.88,6.30%,-,-,7' 11.5'',6' 4''
812,Stephen Curry,6-3,185,Davidson,USA,2009,1,7,190.5,5.70%,-,-,8' 1'',6' 3.5''
813,Jordan Hill,6-10,235,Arizona,USA,2009,1,8,208.28,6.00%,-,-,9' 0'',7' 1.5''
814,DeMar DeRozan,6-7,216,USC,USA,2009,1,9,200.66,4.90%,-,-,8' 6.5'',6' 9''
815,John Wall,6-4,195,Kentucky,USA,2010,1,1,193.04,5.60%,8.25,9.5,8' 5.5'',6' 9.25''
816,Paul George,6-8,215,Fresno State,USA,2010,1,10,203.2,5.00%,8.5,9,8' 11'',6' 11.25''
817,Cole Aldrich,6-11,240,Kansas,USA,2010,1,11,210.82,8.50%,9,9.25,9' 3.5'',7' 4.75''
818,Xavier Henry,6-6,220,Kansas,USA,2010,1,12,198.12,4.70%,8.75,10,8' 9'',6' 11.25''
819,Ed Davis,6-10,232,North Carolina,USA,2010,1,13,208.28,10.00%,9.25,10,9' 0'',7' 0''
820,Patrick Patterson,6-9,235,Kentucky,USA,2010,1,14,205.74,5.30%,9.25,10.25,8' 11'',7' 1.25''
821,Larry Sanders,6-11,235,Va Commonwealth,USA,2010,1,15,210.82,4.60%,9.75,11,9' 4'',7' 5.75''
822,Luke Babbitt,6-9,225,Nevada-Reno,USA,2010,1,16,205.74,5.60%,8.5,10,8' 8.5'',6' 11.25''
823,Kevin Seraphin,6-9,275,None,France,2010,1,17,205.74,,,,,
824,Eric Bledsoe,6-1,195,Kentucky,USA,2010,1,18,185.42,5.60%,8.5,9.75,8' 2'',6' 7.5''
825,Avery Bradley,6-2,180,Texas,USA,2010,1,19,187.96,4.00%,8.25,9.5,8' 2.5'',6' 7.25''
826,Evan Turner,6-7,205,Ohio State,USA,2010,1,2,200.66,8.60%,8.75,9.5,8' 7.5'',6' 8''
827,James Anderson,6-6,215,Oklahoma State,USA,2010,1,20,198.12,7.90%,8.5,7.25,8' 8'',6' 8.5''
828,Craig Brackins,6-10,230,Iowa State,USA,2010,1,21,208.28,7.90%,9.5,11.25,9' 1'',7' 0''
829,Elliot Williams,6-5,180,Memphis,,2010,1,22,195.58,,,,,
830,Trevor Booker,6-8,240,Clemson,USA,2010,1,23,203.2,7.30%,9,9.5,8' 10'',6' 9.75''
831,Damion James,6-7,225,Texas,USA,2010,1,24,200.66,9.60%,9.25,8.5,8' 11'',7' 0.75''
832,Dominique Jones,6-5,215,South Florida,USA,2010,1,25,195.58,5.90%,9,10.25,8' 5'',6' 9.25''
833,Quincy Pondexter,6-6,225,Washington,USA,2010,1,26,198.12,,,,,
834,Jordan Crawford,6-4,195,Xavier,USA,2010,1,27,193.04,4.90%,8,9,8' 5'',6' 7''
835,Greivis Vasquez,6-6,211,Maryland,Venezuela,2010,1,28,198.12,8.60%,7.75,9.25,8' 5'',6' 7''
836,Daniel Orton,6-10,255,Kentucky,USA,2010,1,29,208.28,13.80%,8.5,9.75,9' 2.5'',7' 4.25''
837,Derrick Favors,6-10,248,Georgia Tech,USA,2010,1,3,208.28,6.50%,8.75,9.25,9' 2'',7' 4''
838,Lazar Hayward,6-6,225,Marquette,USA,2010,1,30,198.12,7.50%,9.25,9.5,8' 6'',7' 0.75''
839,Tibor Pleiss,7-3,256,None,Germany,2010,2,31,220.98,,,,,
840,Dexter Pittman,6-11,285,Texas,USA,2010,2,32,210.82,20.80%,10.25,10.5,9' 3'',7' 6''
841,Hassan Whiteside,7-0,235,Marshall,USA,2010,2,33,213.36,5.50%,8.25,10.25,9' 5'',7' 7''
842,Armon Johnson,6-3,195,Nevada-Reno,,2010,2,34,190.5,5.60%,8.25,9.25,8' 3.5'',6' 8''
843,Nemanja Bjelica,6-10,230,None,Serbia,2010,2,35,208.28,,,,,
844,Darington Hobson,6-7,210,New Mexico,USA,2010,2,37,200.66,6.20%,8.25,9,8' 8.5'',6' 9.25''
845,Andy Rautins,6-4,190,Syracuse,USA,2010,2,38,193.04,6.20%,8,9.75,8' 4'',6' 7''
846,Landry Fields,6-7,215,Stanford,USA,2010,2,39,200.66,,,,,
847,Wesley Johnson,6-7,205,Syracuse,USA,2010,1,4,200.66,4.60%,9,9.5,8' 10'',7' 1''
848,Lance Stephenson,6-5,220,Cincinnati,USA,2010,2,40,195.58,9.30%,9,10.25,8' 7'',6' 10.5''
849,Jarvis Varnado,6-9,230,Mississippi State,USA,2010,2,41,205.74,9.50%,9.25,9.5,9' 1.5'',7' 3.5''
850,Devin Ebanks,6-9,215,West Virginia,USA,2010,2,43,205.74,7.90%,8.25,9,8' 11.5'',7' 0.25''
851,Jerome Jordan,7-0,240,Tulsa,Jamaica,2010,2,44,213.36,6.90%,9,10.25,9' 5'',7' 5.25''
852,Gani Lawal,6-9,234,Georgia Tech,USA,2010,2,46,205.74,6.30%,8.5,10,8' 11.5'',7' 0''
853,DeMarcus Cousins,6-11,270,Kentucky,USA,2010,1,5,210.82,16.40%,9.25,10,9' 5'',7' 5.75''
854,Solomon Alabi,7-1,252,Florida State,Nigeria,2010,2,50,215.9,5.00%,9.25,9.25,9' 5'',7' 5''
855,Luke Harangody,6-7,245,Notre Dame,USA,2010,2,52,200.66,11.10%,8.75,9.75,8' 10'',6' 9.5''
856,Pape Sy,6-7,225,None,,2010,2,53,200.66,,,,,
857,Willie Warren,6-4,203,Oklahoma,USA,2010,2,54,193.04,7.60%,8.5,9.5,8' 3.5'',6' 6''
858,Jeremy Evans,6-9,194,Western Kentucky,USA,2010,2,55,205.74,,,,,
859,Hamady Ndiaye,7-0,235,Rutgers,Senegal,2010,2,56,213.36,,,,,
860,Ryan Reid,6-8,235,Florida State,USA,2010,2,57,203.2,,,,,
861,Derrick Caracter,6-9,275,Texas-El Paso,USA,2010,2,58,205.74,12.80%,9,10.25,8' 11.5'',7' 0.25''
862,Ekpe Udoh,6-10,245,Baylor,USA,2010,1,6,208.28,8.00%,9.5,8.75,8' 10.5'',7' 4.5''
863,Greg Monroe,6-11,250,Georgetown,USA,2010,1,7,210.82,11.20%,8.75,9.5,9' 0.5'',7' 2.25''
864,Al-Farouq Aminu,6-9,215,Wake Forest,USA,2010,1,8,205.74,8.20%,9.5,9.5,9' 0.5'',7' 3.25''
865,Gordon Hayward,6-8,210,Butler,USA,2010,1,9,203.2,6.90%,8.5,9.25,8' 7'',6' 7.75''
866,Kyrie Irving,6-3,191,Duke,Australia,2011,1,1,190.5,10.20%,8.25,9.25,8' 3'',6' 4''
867,Jimmer Fredette,6-2,195,Brigham Young,USA,2011,1,10,187.96,,,,,
868,Klay Thompson,6-7,205,Washington State,USA,2011,1,11,200.66,8.00%,8.75,9.25,8' 7.5'',6' 9''
869,Alec Burks,6-6,202,Colorado,USA,2011,1,12,198.12,5.10%,9,8.25,8' 7.5'',6' 10''
870,Markieff Morris,6-10,245,Kansas,USA,2011,1,13,208.28,10.20%,8.5,8.25,8' 10.5'',6' 10.75''
871,Marcus Morris Sr.,6-9,235,Kansas,USA,2011,1,14,205.74,,,,,
872,Kawhi Leonard,6-7,225,San Diego State,USA,2011,1,15,200.66,5.40%,9.75,11.25,8' 10'',7' 3''
873,Nikola Vucevic,7-0,240,USC,Montenegro,2011,1,16,213.36,6.10%,9.25,10.25,9' 4.5'',7' 4.5''
874,Iman Shumpert,6-5,220,Georgia Tech,USA,2011,1,17,195.58,6.50%,9,9,8' 3.5'',6' 9.5''
875,Chris Singleton,6-8,230,Florida State,,2011,1,18,203.2,7.40%,9.25,10,8' 7.5'',7' 1''
876,Tobias Harris,6-8,226,Tennessee,USA,2011,1,19,203.2,8.40%,8.75,9,8' 7.5'',6' 11''
877,Derrick Williams,6-8,241,Arizona,USA,2011,1,2,203.2,10.80%,9,9.75,9' 0'',7' 1.5''
878,Donatas Motiejunas,7-0,222,None,Lithuania,2011,1,20,213.36,,,,,
879,Nolan Smith,6-2,185,Duke,USA,2011,1,21,187.96,5.60%,8.5,9.25,8' 3'',6' 5.5''
880,Kenneth Faried,6-8,228,Morehead State,USA,2011,1,22,203.2,6.30%,8.5,10.25,9' 0'',7' 0''
881,Nikola Mirotic,6-10,238,None,Montenegro,2011,1,23,208.28,,,,,
882,Reggie Jackson,6-3,208,Boston College,USA,2011,1,24,190.5,,,,,
883,MarShon Brooks,6-5,200,Providence,USA,2011,1,25,195.58,,,,,
884,Jordan Hamilton,6-7,220,Texas,USA,2011,1,26,200.66,9.80%,9,9.25,8' 8'',6' 9.5''
885,JaJuan Johnson,6-10,221,Purdue,USA,2011,1,27,208.28,7.50%,9,10,8' 11.5'',7' 2''
886,Norris Cole,6-2,175,Cleveland State,USA,2011,1,28,187.96,4.70%,8.5,9.5,7' 11.5'',6' 2.25''
887,Cory Joseph,6-3,185,Texas,Canada,2011,1,29,190.5,9.70%,8.5,10.5,8' 3'',6' 5.5''
888,Enes Kanter,6-11,267,,Turkey,2011,1,3,210.82,5.90%,9.5,10.75,9' 1.5'',7' 1.5''
889,Jimmy Butler,6-7,220,Marquette,USA,2011,1,30,200.66,5.40%,9,9,8' 5.5'',6' 7.5''
890,Bojan Bogdanovic,6-8,230,None,Croatia,2011,2,31,203.2,,,,,
891,Justin Harper,6-10,225,Richmond,USA,2011,2,32,208.28,4.00%,9,9.25,8' 10'',6' 11.75''
892,Kyle Singler,6-8,228,Duke,USA,2011,2,33,203.2,10.00%,8.25,8.75,8' 10'',6' 10.1''
893,Shelvin Mack,6-3,207,Butler,USA,2011,2,34,190.5,7.10%,8.25,9.25,8' 0.5'',6' 7.5''
894,Tyler Honeycutt,6-8,188,California-Los Angeles,USA,2011,2,35,203.2,5.30%,8.5,9.5,8' 9'',6' 9''
895,Jordan Williams,6-10,260,Maryland,USA,2011,2,36,208.28,12.10%,9.25,10,8' 10.5'',7' 0.25''
896,Chandler Parsons,6-9,227,Florida,USA,2011,2,38,205.74,7.00%,8.25,10,8' 8.5'',6' 9.5''
897,Jeremy Tyler,6-10,260,None,USA,2011,2,39,208.28,13.40%,9.25,9,9' 2.5'',7' 5''
898,Tristan Thompson,6-9,227,Texas,Canada,2011,1,4,205.74,6.20%,8.75,9.25,9' 0.5'',7' 1.25''
899,Jon Leuer,6-10,228,Wisconsin,USA,2011,2,40,208.28,5.40%,8.75,9.75,8' 9.5'',7' 0''
900,Darius Morris,6-4,190,Michigan,USA,2011,2,41,193.04,5.30%,8.75,10,8' 6'',6' 7.5''
901,Davis Bertans,6-10,210,None,Latvia,2011,2,42,208.28,,,,,
902,Malcolm Lee,6-5,200,California-Los Angeles,USA,2011,2,43,195.58,5.90%,8.5,9.5,8' 5.5'',6' 9.75''
903,Charles Jenkins,6-3,220,Hofstra,USA,2011,2,44,190.5,4.30%,8.5,9,8' 0.5'',6' 7.5''
904,Josh Harrellson,6-10,275,Kentucky,USA,2011,2,45,208.28,,,,,
905,Andrew Goudelock,6-3,200,College of Charleston,USA,2011,2,46,190.5,9.90%,8.25,9.25,8' 0.5'',6' 4.25''
906,Travis Leslie,6-4,205,Georgia,USA,2011,2,47,193.04,8.10%,8.75,9.25,8' 7'',6' 10.5''
907,Keith Benson,6-11,230,Oakland,USA,2011,2,48,210.82,6.10%,9.5,11,9' 1.5'',7' 3.75''
908,Josh Selby,6-2,183,Kansas,USA,2011,2,49,187.96,7.90%,8.5,9,8' 2'',6' 5.25''
909,Jonas Valanciunas,7-0,255,None,Lithuania,2011,1,5,213.36,,,,,
910,Lavoy Allen,6-9,225,Temple,USA,2011,2,50,205.74,,,,,
911,DeAndre Liggins,6-6,209,Kentucky,USA,2011,2,53,198.12,5.00%,8.75,10,8' 7.5'',6' 11''
912,E'Twaun Moore,6-4,191,Purdue,USA,2011,2,55,193.04,7.60%,9,10,8' 3.5'',6' 9.5''
913,Jan Vesely,6-11,240,None,Czech Republi...,2011,1,6,210.82,,,,,
914,Isaiah Thomas,5-9,185,Washington,USA,2011,2,60,175.26,6.70%,8.25,9,7' 7.5'',6' 1.75''
915,Bismack Biyombo,6-9,245,None,Democratic Re...,2011,1,7,205.74,,,,,
916,Brandon Knight,6-3,189,Kentucky,USA,2011,1,8,190.5,4.20%,8.25,9.5,8' 2.5'',6' 6.75''
917,Kemba Walker,6-1,184,Connecticut,USA,2011,1,9,185.42,5.90%,8,9,7' 7.5'',6' 3.5''
918,Anthony Davis,6-10,253,Kentucky,USA,2012,1,1,208.28,7.90%,9,8.5,9' 0'',7' 5.5''
919,Austin Rivers,6-4,200,Duke,USA,2012,1,10,193.04,6.20%,8.5,10,8' 0.5'',6' 7.25''
920,Meyers Leonard,7-1,255,Illinois,USA,2012,1,11,215.9,5.70%,9.25,11,9' 0'',7' 3''
921,Jeremy Lamb,6-5,185,Connecticut,USA,2012,1,12,195.58,4.50%,8.75,9.25,8' 6'',6' 11''
922,Kendall Marshall,6-4,195,North Carolina,USA,2012,1,13,193.04,7.80%,8.5,9,8' 0'',6' 5.5''
923,John Henson,6-11,229,North Carolina,USA,2012,1,14,210.82,8.60%,9.25,10,9' 4'',7' 5''
924,Maurice Harkless,6-9,220,"St. John's, N.Y.",USA,2012,1,15,205.74,5.30%,9.25,10.25,8' 6.5'',7' 0''
925,Royce White,6-8,260,Iowa State,USA,2012,1,16,203.2,10.60%,9.5,11.5,8' 8.5'',7' 0''
926,Tyler Zeller,7-0,250,North Carolina,USA,2012,1,17,213.36,6.40%,9,9.75,8' 8.5'',7' 0''
927,Terrence Jones,6-9,252,Kentucky,USA,2012,1,18,205.74,7.70%,9,10,8' 11'',7' 2.25''
928,Andrew Nicholson,6-9,250,St. Bonaventure,Canada,2012,1,19,205.74,7.60%,10,10.75,8' 11'',7' 4''
929,Michael Kidd-Gilchrist,6-7,232,Kentucky,USA,2012,1,2,200.66,7.00%,9,10.25,8' 8.5'',7' 0''
930,Evan Fournier,6-7,205,None,France,2012,1,20,200.66,,,,,
931,Jared Sullinger,6-9,260,Ohio State,USA,2012,1,21,205.74,10.70%,9.25,9.75,8' 9.5'',7' 1.25''
932,Fab Melo,7-0,255,Syracuse,Brazil,2012,1,22,213.36,9.20%,9,10,9' 2'',7' 2.5''
933,John Jenkins,6-4,215,Vanderbilt,USA,2012,1,23,193.04,7.10%,9,9,8' 2'',6' 8.5''
934,Jared Cunningham,6-4,195,Oregon State,USA,2012,1,24,193.04,3.60%,8.25,9,8' 2'',6' 6.5''
935,Tony Wroten,6-6,208,Washington,USA,2012,1,25,198.12,5.20%,8,9,8' 5'',6' 9''
936,Miles Plumlee,6-11,249,Duke,USA,2012,1,26,210.82,11.40%,9.25,9,8' 9.5'',7' 0.75''
937,Arnett Moultrie,6-10,245,Mississippi State,USA,2012,1,27,208.28,7.70%,9.25,9.25,8' 10.5'',7' 2.25''
938,Perry Jones III,6-11,235,Baylor,USA,2012,1,28,210.82,,,,,
939,Marquis Teague,6-2,189,Kentucky,USA,2012,1,29,187.96,6.30%,8.25,7.75,8' 0.5'',6' 7.25''
940,Bradley Beal,6-5,207,Florida,USA,2012,1,3,195.58,6.00%,8.5,9,8' 4'',6' 8''
941,Festus Ezeli,6-11,255,Vanderbilt,Nigeria,2012,1,30,210.82,5.50%,9,10.75,9' 0'',7' 5.75''
942,Jeffery Taylor,6-7,225,Vanderbilt,Sweden,2012,2,31,200.66,,,,,
943,Tomas Satoransky,6-7,210,None,Czech Republi...,2012,2,32,200.66,5.20%,8.5,9.5,8' 4'',6' 7.25''
944,Bernard James,6-10,240,Florida State,USA,2012,2,33,208.28,5.00%,9,9.25,9' 0.5'',7' 3''
945,Jae Crowder,6-6,235,Marquette,USA,2012,2,34,198.12,9.00%,9.5,10.5,8' 3.5'',6' 9.25''
946,Draymond Green,6-7,230,Michigan State,USA,2012,2,35,200.66,11.30%,9,9.5,8' 9'',7' 1.25''
947,Orlando Johnson,6-5,220,Cal-Santa Barbara,USA,2012,2,36,195.58,7.00%,9,9.5,8' 3'',6' 11.25''
948,Quincy Acy,6-7,240,Baylor,USA,2012,2,37,200.66,7.10%,9.5,11,8' 10.5'',7' 2.75''
949,Quincy Miller,6-9,210,Baylor,USA,2012,2,38,205.74,7.80%,9.25,10.25,8' 9'',7' 1.25''
950,Khris Middleton,6-8,234,Texas A&M,USA,2012,2,39,203.2,7.80%,9,9,8' 7'',6' 10.75''
951,Dion Waiters,6-4,215,Syracuse,USA,2012,1,4,193.04,8.50%,8.5,9.5,8' 2'',6' 7.25''
952,Doron Lamb,6-4,210,Kentucky,USA,2012,2,42,193.04,6.70%,8.5,8.75,8' 2.5'',6' 6.75''
953,Mike Scott,6-8,237,Virginia,USA,2012,2,43,203.2,10.60%,8.5,9,8' 8'',6' 10.75''
954,Kim English,6-6,200,Missouri,USA,2012,2,44,198.12,4.30%,8.5,8.75,8' 2'',6' 6.5''
955,Justin Hamilton,7-0,255,Louisiana State,USA,2012,2,45,213.36,,,,,
956,Darius Miller,6-8,225,Kentucky,USA,2012,2,46,203.2,7.50%,8.5,8.75,8' 5'',6' 9''
957,Kevin Murphy,6-6,185,Tennessee Tech,USA,2012,2,47,198.12,5.80%,8.5,8.5,8' 3'',6' 6.75''
958,Kostas Papanikolaou,6-8,235,None,Greece,2012,2,48,203.2,,,,,
959,Kyle O'Quinn,6-10,250,Norfolk State,USA,2012,2,49,208.28,8.00%,9.5,10,8' 10.5'',7' 4.75''
960,Thomas Robinson,6-10,237,Kansas,USA,2012,1,5,208.28,5.00%,9.75,10.5,8' 10'',7' 3.25''
961,Kris Joseph,6-7,210,Syracuse,,2012,2,51,200.66,8.60%,9,9,8' 8'',6' 11''
962,Ognjen Kuzmic,7-0,251,None,Bosnia,2012,2,52,213.36,,,,,
963,Furkan Aldemir,6-10,240,None,Turkey,2012,2,53,208.28,,,,,
964,Tornike Shengelia,6-9,240,Georgia,Georgia,2012,2,54,205.74,,,,,
965,Darius Johnson-Odom,6-2,215,Marquette,USA,2012,2,55,187.96,7.00%,8.75,8.75,8' 0'',6' 7''
966,Robbie Hummel,6-8,220,Purdue,USA,2012,2,58,203.2,9.40%,8.5,9.5,8' 6'',6' 8.5''
967,Damian Lillard,6-3,195,Weber State,USA,2012,1,6,190.5,5.90%,8.75,9.75,7' 11.5'',6' 7.75''
968,Robert Sacre,7-0,260,Gonzaga,Canada,2012,2,60,213.36,,,,,
969,Harrison Barnes,6-8,225,North Carolina,USA,2012,1,7,203.2,9.60%,9,8.5,8' 5.5'',6' 11.25''
970,Terrence Ross,6-6,195,Washington,USA,2012,1,8,198.12,3.20%,8.75,10.25,8' 4.5'',6' 7.25''
971,Andre Drummond,6-11,279,Connecticut,USA,2012,1,9,210.82,7.50%,9.5,9.5,9' 1.5'',7' 6.25''
972,Anthony Bennett,6-8,245,UNLV,Canada,2013,1,1,203.2,,,,,
973,CJ McCollum,6-3,190,Lehigh,USA,2013,1,10,190.5,8.60%,8,9.5,8' 0.5'',6' 6.25''
974,Michael Carter-Williams,6-6,190,Syracuse,USA,2013,1,11,198.12,4.40%,7.5,8.5,8' 5'',6' 7.25''
975,Steven Adams,7-0,255,Pittsburgh,New Zealand,2013,1,12,213.36,6.65%,9.5,11,9' 1.5'',7' 4.5''
976,Kelly Olynyk,7-0,245,Gonzaga,Canada,2013,1,13,213.36,6.65%,8.5,10,9' 0'',6' 9.75''
977,Shabazz Muhammad,6-6,223,California-Los Angeles,USA,2013,1,14,198.12,9.00%,9,10,8' 8.5'',6' 11''
