"X","Unnamed..0","Player","Height","Weight","College","Country","Draft_Year","Draft_Round","Draft_Number","Height_cm","Body_fat","Hand_length","Hand_width","Standing_reach","Wingspan","Wingspan_cm","Standing_reach_cm","period","Nationality"
1729,1729,"Cristiano Felicio","6-9",280,"None","Brazil",0,NA,NA,205.74,"","","","",NA,NA,NA,"before 2002","Foreign player"
1730,1730,"Damion Lee","6-6",210,"Louisville","USA",0,NA,NA,198.12,"","","","",NA,NA,NA,"before 2002","US player"
1731,1731,"Daniel Theis","6-9",243,"None","Germany",0,NA,NA,205.74,"","","","",NA,NA,NA,"before 2002","Foreign player"
1732,1732,"Danuel House Jr.","6-7",220,"Texas A&M","USA",0,NA,NA,200.66,"","","","",NA,NA,NA,"before 2002","US player"
1733,1733,"David Nwaba","6-4",209,"None","USA",0,NA,NA,193.04,"","","","",NA,NA,NA,"before 2002","US player"
1734,1734,"David Stockton","5-11",165,"Gonzaga","USA",0,NA,NA,180.34,"","","","",NA,NA,NA,"before 2002","US player"
1735,1735,"Derrick Jones Jr.","6-7",200,"UNLV","USA",0,NA,NA,200.66,"","","","",NA,NA,NA,"before 2002","US player"
1736,1736,"Derrick Walton Jr.","6-1",185,"Michigan","USA",0,NA,NA,185.42,"","","","",NA,NA,NA,"before 2002","US player"
1737,1737,"Devin Robinson","6-8",200,"Florida","USA",0,NA,NA,203.2,"","","","",NA,NA,NA,"before 2002","US player"
1738,1738,"Dewayne Dedmon","7-0",245,"USC","USA",0,NA,NA,213.36,"","","","",NA,NA,NA,"before 2002","US player"
1739,1739,"Dorian Finney-Smith","6-8",220,"Florida","USA",0,NA,NA,203.2,"","","","",NA,NA,NA,"before 2002","US player"
1740,1740,"Dwight Buycks","6-3",190,"Marquette","USA",0,NA,NA,190.5,"","","","",NA,NA,NA,"before 2002","US player"
1741,1741,"Eric Moreland","6-10",238,"Oregon State","USA",0,NA,NA,208.28,"","","","",NA,NA,NA,"before 2002","US player"
1742,1742,"Erik McCree","6-8",225,"Louisiana Tech","USA",0,NA,NA,203.2,"","","","",NA,NA,NA,"before 2002","US player"
1743,1743,"Fred VanVleet","6-0",195,"Wichita State","USA",0,NA,NA,182.88,"","","","",NA,NA,NA,"before 2002","US player"
1744,1744,"Garrett Temple","6-6",195,"Louisiana State","USA",0,NA,NA,198.12,"","","","",NA,NA,NA,"before 2002","US player"
1745,1745,"Gary Payton II","6-3",190,"Oregon State","USA",0,NA,NA,190.5,"","","","",NA,NA,NA,"before 2002","US player"
1746,1746,"Gian Clavell","6-4",185,"Colorado State","Puerto Rico",0,NA,NA,193.04,"","","","",NA,NA,NA,"before 2002","Foreign player"
1747,1747,"Ian Clark","6-3",175,"Belmont","USA",0,NA,NA,190.5,"","","","",NA,NA,NA,"before 2002","US player"
1748,1748,"Isaiah Hicks","6-9",242,"North Carolina","USA",0,NA,NA,205.74,"","","","",NA,NA,NA,"before 2002","US player"
1749,1749,"Isaiah Taylor","6-3",170,"Texas","USA",0,NA,NA,190.5,"","","","",NA,NA,NA,"before 2002","US player"
1750,1750,"JaKarr Sampson","6-9",207,"St. John's, N.Y.","USA",0,NA,NA,205.74,"","","","",NA,NA,NA,"before 2002","US player"
1751,1751,"JaMychal Green","6-9",227,"Alabama","USA",0,NA,NA,205.74,"","","","",NA,NA,NA,"before 2002","US player"
1752,1752,"Jack Cooley","6-10",274,"Notre Dame","USA",0,NA,NA,208.28,"","","","",NA,NA,NA,"before 2002","US player"
1753,1753,"Jacob Pullen","6-1",200,"Kansas State","USA",0,NA,NA,185.42,"","","","",NA,NA,NA,"before 2002","US player"
1754,1754,"Jacob Wiley","6-8",223,"Eastern Washington","USA",0,NA,NA,203.2,"","","","",NA,NA,NA,"before 2002","US player"
1755,1755,"Jalen Jones","6-7",220,"Texas A&M","USA",0,NA,NA,200.66,"","","","",NA,NA,NA,"before 2002","US player"
1756,1756,"Jameel Warney","6-8",260,"Stony Brook, N.Y.","USA",0,NA,NA,203.2,"","","","",NA,NA,NA,"before 2002","US player"
1757,1757,"Jamel Artis","6-7",213,"Pittsburgh","USA",0,NA,NA,200.66,"","","","",NA,NA,NA,"before 2002","US player"
1758,1758,"James Michael McAdoo","6-9",230,"North Carolina","USA",0,NA,NA,205.74,"","","","",NA,NA,NA,"before 2002","US player"
1759,1759,"James Webb III","6-9",202,"Boise State","USA",0,NA,NA,205.74,"","","","",NA,NA,NA,"before 2002","US player"
1760,1760,"Jamil Wilson","6-7",229,"Marquette","USA",0,NA,NA,200.66,"","","","",NA,NA,NA,"before 2002","US player"
1761,1761,"Jarell Eddie","6-7",218,"Virginia Tech","USA",0,NA,NA,200.66,"","","","",NA,NA,NA,"before 2002","US player"
1762,1762,"Jaylen Morris","6-5",185,"Molloy","USA",0,NA,NA,195.58,"","","","",NA,NA,NA,"before 2002","US player"
1763,1763,"Joe Ingles","6-8",226,"None","Australia",0,NA,NA,203.2,"","","","",NA,NA,NA,"before 2002","Foreign player"
1764,1764,"John Holland","6-5",205,"Boston U.","USA",0,NA,NA,195.58,"","","","",NA,NA,NA,"before 2002","US player"
1765,1765,"Johnathan Motley","6-10",230,"Baylor","USA",0,NA,NA,208.28,"","","","",NA,NA,NA,"before 2002","US player"
1766,1766,"Jonathan Gibson","6-2",185,"New Mexico State","USA",0,NA,NA,187.96,"","","","",NA,NA,NA,"before 2002","US player"
1767,1767,"Jonathon Simmons","6-6",195,"Houston","USA",0,NA,NA,198.12,"","","","",NA,NA,NA,"before 2002","US player"
1768,1768,"Josh Gray","6-1",180,"None","USA",0,NA,NA,185.42,"","","","",NA,NA,NA,"before 2002","US player"
1769,1769,"Josh Magette","6-1",160,"Alabama Huntsville","USA",0,NA,NA,185.42,"","","","",NA,NA,NA,"before 2002","US player"
1770,1770,"Justin Holiday","6-6",185,"Washington","USA",0,NA,NA,198.12,"","","","",NA,NA,NA,"before 2002","US player"
1771,1771,"Kent Bazemore","6-5",201,"Old Dominion","USA",0,NA,NA,195.58,"","","","",NA,NA,NA,"before 2002","US player"
1772,1772,"Khem Birch","6-9",220,"UNLV","Canada",0,NA,NA,205.74,"","","","",NA,NA,NA,"before 2002","Foreign player"
1773,1773,"Kobi Simmons","6-4",170,"Arizona","USA",0,NA,NA,193.04,"","","","",NA,NA,NA,"before 2002","US player"
1774,1774,"Kyle Collinsworth","6-6",210,"Brigham Young","USA",0,NA,NA,198.12,"","","","",NA,NA,NA,"before 2002","US player"
1775,1775,"Langston Galloway","6-2",200,"None","USA",0,NA,NA,187.96,"","","","",NA,NA,NA,"before 2002","US player"
1776,1776,"Larry Drew II","6-2",180,"UCLA","USA",0,NA,NA,187.96,"","","","",NA,NA,NA,"before 2002","US player"
1777,1777,"London Perrantes","6-2",190,"Virginia","USA",0,NA,NA,187.96,"","","","",NA,NA,NA,"before 2002","US player"
1778,1778,"Luis Montero","6-7",200,"Westchester CC NY","Dominican Rep...",0,NA,NA,200.66,"","","","",NA,NA,NA,"before 2002","Foreign player"
1779,1779,"Luke Kornet","7-1",250,"Vanderbilt","USA",0,NA,NA,215.9,"","","","",NA,NA,NA,"before 2002","US player"
1780,1780,"Malcolm Delaney","6-3",190,"Virginia Tech","USA",0,NA,NA,190.5,"","","","",NA,NA,NA,"before 2002","US player"
1781,1781,"Malcolm Miller","6-7",210,"Holy Cross","USA",0,NA,NA,200.66,"","","","",NA,NA,NA,"before 2002","US player"
1782,1782,"Mangok Mathiang","6-10",230,"Louisville","Australia",0,NA,NA,208.28,"","","","",NA,NA,NA,"before 2002","Foreign player"
1783,1783,"Marcus Georges-Hunt","6-5",226,"Georgia Tech","USA",0,NA,NA,195.58,"","","","",NA,NA,NA,"before 2002","US player"
1784,1784,"Marshall Plumlee","7-0",250,"Duke","USA",0,NA,NA,213.36,"","","","",NA,NA,NA,"before 2002","US player"
1785,1785,"Matt Costello","6-10",240,"Michigan State","USA",0,NA,NA,208.28,"","","","",NA,NA,NA,"before 2002","US player"
1786,1786,"Matt Williams Jr.","6-5",210,"Central Florida","USA",0,NA,NA,195.58,"","","","",NA,NA,NA,"before 2002","US player"
1787,1787,"Matthew Dellavedova","6-4",198,"St. Mary's (CA)","Australia",0,NA,NA,193.04,"","","","",NA,NA,NA,"before 2002","Foreign player"
1788,1788,"Maxi Kleber","6-11",220,"None","Germany",0,NA,NA,210.82,"","","","",NA,NA,NA,"before 2002","Foreign player"
1789,1789,"Milos Teodosic","6-5",196,"None","Serbia",0,NA,NA,195.58,"","","","",NA,NA,NA,"before 2002","Foreign player"
1790,1790,"Milton Doyle","6-4",180,"Loyola (IL)","USA",0,NA,NA,193.04,"","","","",NA,NA,NA,"before 2002","US player"
1791,1791,"Mindaugas Kuzminskas","6-9",215,"None","Lithuania",0,NA,NA,205.74,"","","","",NA,NA,NA,"before 2002","Foreign player"
1792,1792,"Mirza Teletovic","6-9",242,"None","Bosnia and He...",0,NA,NA,205.74,"","","","",NA,NA,NA,"before 2002","Foreign player"
1793,1793,"Myke Henry","6-6",210,"None","USA",0,NA,NA,198.12,"","","","",NA,NA,NA,"before 2002","US player"
1794,1794,"Naz Mitrou-Long","6-4",218,"Iowa State","Canada",0,NA,NA,193.04,"","","","",NA,NA,NA,"before 2002","Foreign player"
1795,1795,"Nicolas Brussino","6-8",195,"None","Argentina",0,NA,NA,203.2,"","","","",NA,NA,NA,"before 2002","Foreign player"
1796,1796,"Nigel Hayes","6-7",254,"Wisconsin","USA",0,NA,NA,200.66,"","","","",NA,NA,NA,"before 2002","US player"
1797,1797,"Okaro White","6-8",215,"Florida State","USA",0,NA,NA,203.2,"","","","",NA,NA,NA,"before 2002","US player"
1798,1798,"Omari Johnson","6-9",220,"Oregon State","Jamaica",0,NA,NA,205.74,"","","","",NA,NA,NA,"before 2002","Foreign player"
1799,1799,"PJ Dozier","6-6",205,"South Carolina","USA",0,NA,NA,198.12,"","","","",NA,NA,NA,"before 2002","US player"
1800,1800,"Quinn Cook","6-2",179,"Duke","USA",0,NA,NA,187.96,"","","","",NA,NA,NA,"before 2002","US player"
1801,1801,"Reggie Hearn","6-5",210,"Northwestern","USA",0,NA,NA,195.58,"","","","",NA,NA,NA,"before 2002","US player"
1802,1802,"Robert Covington","6-9",225,"Tennessee State","USA",0,NA,NA,205.74,"","","","",NA,NA,NA,"before 2002","US player"
1803,1803,"Rodney McGruder","6-4",200,"Kansas State","USA",0,NA,NA,193.04,"","","","",NA,NA,NA,"before 2002","US player"
1804,1804,"Rodney Purvis","6-4",205,"Connecticut","USA",0,NA,NA,193.04,"","","","",NA,NA,NA,"before 2002","US player"
1805,1805,"Ron Baker","6-4",220,"Wichita State","USA",0,NA,NA,193.04,"","","","",NA,NA,NA,"before 2002","US player"
1806,1806,"Royce O'Neale","6-6",226,"Baylor","USA",0,NA,NA,198.12,"","","","",NA,NA,NA,"before 2002","US player"
1807,1807,"Ryan Arcidiacono","6-3",195,"Villanova","USA",0,NA,NA,190.5,"","","","",NA,NA,NA,"before 2002","US player"
1808,1808,"Salah Mejri","7-2",235,"None","Tunisia",0,NA,NA,218.44,"","","","",NA,NA,NA,"before 2002","Foreign player"
1809,1809,"Scotty Hopson","6-7",204,"Tennessee","USA",0,NA,NA,200.66,"","","","",NA,NA,NA,"before 2002","US player"
1810,1810,"Sean Kilpatrick","6-4",212,"Cincinnati","USA",0,NA,NA,193.04,"","","","",NA,NA,NA,"before 2002","US player"
1811,1811,"Shaquille Harrison","6-4",190,"Tulsa","USA",0,NA,NA,193.04,"","","","",NA,NA,NA,"before 2002","US player"
1812,1812,"T.J. McConnell","6-2",190,"Arizona","USA",0,NA,NA,187.96,"","","","",NA,NA,NA,"before 2002","US player"
1813,1813,"Tarik Black","6-9",250,"Kansas","USA",0,NA,NA,205.74,"","","","",NA,NA,NA,"before 2002","US player"
1814,1814,"Tim Frazier","6-1",170,"None","USA",0,NA,NA,185.42,"","","","",NA,NA,NA,"before 2002","US player"
1815,1815,"Tim Quarterman","6-6",190,"Louisiana State","USA",0,NA,NA,198.12,"","","","",NA,NA,NA,"before 2002","US player"
1816,1816,"Torrey Craig","6-6",215,"South Carolina Upstate","USA",0,NA,NA,198.12,"","","","",NA,NA,NA,"before 2002","US player"
1817,1817,"Travis Wear","6-10",225,"UCLA","USA",0,NA,NA,208.28,"","","","",NA,NA,NA,"before 2002","US player"
1818,1818,"Treveon Graham","6-5",219,"Va Commonwealth","USA",0,NA,NA,195.58,"","","","",NA,NA,NA,"before 2002","US player"
1819,1819,"Trey McKinney-Jones","6-5",220,"Miami (FL)","USA",0,NA,NA,195.58,"","","","",NA,NA,NA,"before 2002","US player"
1820,1820,"Troy Daniels","6-4",205,"Va Commonwealth","USA",0,NA,NA,193.04,"","","","",NA,NA,NA,"before 2002","US player"
1821,1821,"Troy Williams","6-7",218,"Indiana","USA",0,NA,NA,200.66,"","","","",NA,NA,NA,"before 2002","US player"
1822,1822,"Tyler Cavanaugh","6-9",238,"George Washington","USA",0,NA,NA,205.74,"","","","",NA,NA,NA,"before 2002","US player"
1823,1823,"Tyler Johnson","6-4",190,"Fresno State","USA",0,NA,NA,193.04,"","","","",NA,NA,NA,"before 2002","US player"
1824,1824,"Vander Blue","6-5",200,"Marquette","USA",0,NA,NA,195.58,"","","","",NA,NA,NA,"before 2002","US player"
1825,1825,"Vincent Hunter","6-8",208,"Texas-El Paso","USA",0,NA,NA,203.2,"","","","",NA,NA,NA,"before 2002","US player"
1826,1826,"Walt Lemon Jr.","6-3",180,"None","USA",0,NA,NA,190.5,"","","","",NA,NA,NA,"before 2002","US player"
1827,1827,"Wayne Selden","6-5",230,"Kansas","USA",0,NA,NA,195.58,"","","","",NA,NA,NA,"before 2002","US player"
1828,1828,"Willie Reed","6-11",245,"St. Louis","USA",0,NA,NA,210.82,"","","","",NA,NA,NA,"before 2002","US player"
1829,1829,"Xavier Munford","6-4",173,"Rhode Island","USA",0,NA,NA,193.04,"","","","",NA,NA,NA,"before 2002","US player"
1830,1830,"Xavier Rathan-Mayes","6-4",208,"Florida State","Canada",0,NA,NA,193.04,"","","","",NA,NA,NA,"before 2002","Foreign player"
1831,1831,"Yogi Ferrell","6-0",180,"Indiana","USA",0,NA,NA,182.88,"","","","",NA,NA,NA,"before 2002","US player"
1832,1832,"Alan Anderson","6-6",220,"Michigan State","USA",0,NA,NA,198.12,"","","","",NA,NA,NA,"before 2002","US player"
1833,1833,"Alonzo Gee","6-6",219,"Alabama","USA",0,NA,NA,198.12,"","","","",NA,NA,NA,"before 2002","US player"
1834,1834,"Andres Nocioni","6-7",225,"None","Argentina",0,NA,NA,200.66,"","","","",NA,NA,NA,"before 2002","Foreign player"
1835,1835,"Anthony Carter","6-1",190,"Hawaii","USA",0,NA,NA,185.42,"","","","",NA,NA,NA,"before 2002","US player"
1836,1836,"Anthony Morrow","6-5",210,"Georgia Tech","USA",0,NA,NA,195.58,"","","","",NA,NA,NA,"before 2002","US player"
1837,1837,"Anthony Tolliver","6-8",240,"Creighton","USA",0,NA,NA,203.2,"","","","",NA,NA,NA,"before 2002","US player"
1838,1838,"Ben Uzoh","6-3",205,"Tulsa","USA",0,NA,NA,190.5,"","","","",NA,NA,NA,"before 2002","US player"
1839,1839,"Ben Wallace","6-9",240,"Virginia Union","USA",0,NA,NA,205.74,"","","","",NA,NA,NA,"before 2002","US player"
1840,1840,"Blake Ahearn","6-2",190,"Missouri State","",0,NA,NA,187.96,"","","","",NA,NA,NA,"before 2002","Foreign player"
1841,1841,"Brad Miller","7-0",261,"Purdue","USA",0,NA,NA,213.36,"","","","",NA,NA,NA,"before 2002","US player"
1842,1842,"C.J. Watson","6-2",175,"Tennessee","USA",0,NA,NA,187.96,"","","","",NA,NA,NA,"before 2002","US player"
1843,1843,"Carldell Johnson","5-10",180,"None","USA",0,NA,NA,177.8,"","","","",NA,NA,NA,"before 2002","US player"
1844,1844,"Cartier Martin","6-7",220,"Kansas State","USA",0,NA,NA,200.66,"","","","",NA,NA,NA,"before 2002","US player"
1845,1845,"Chris Andersen","6-10",228,"Blinn","USA",0,NA,NA,208.28,"","","","",NA,NA,NA,"before 2002","US player"
1846,1846,"Chris Johnson","6-11",210,"Louisiana State","USA",0,NA,NA,210.82,"","","","",NA,NA,NA,"before 2002","US player"
1847,1847,"Chris Wright","6-8",226,"Dayton","USA",0,NA,NA,203.2,"","","","",NA,NA,NA,"before 2002","US player"
1848,1848,"Chuck Hayes","6-6",250,"Kentucky","USA",0,NA,NA,198.12,"","","","",NA,NA,NA,"before 2002","US player"
1849,1849,"Cory Higgins","6-5",180,"Colorado","USA",0,NA,NA,195.58,"","","","",NA,NA,NA,"before 2002","US player"
1850,1850,"Courtney Fortson","5-11",185,"Arkansas","USA",0,NA,NA,180.34,"","","","",NA,NA,NA,"before 2002","US player"
1851,1851,"D.J. Kennedy","6-5",214,"St. John's (NY)","USA",0,NA,NA,195.58,"","","","",NA,NA,NA,"before 2002","US player"
1852,1852,"Damien Wilkins","6-6",225,"Georgia","USA",0,NA,NA,198.12,"","","","",NA,NA,NA,"before 2002","US player"
1853,1853,"Darryl Watkins","6-11",258,"Syracuse","USA",0,NA,NA,210.82,"","","","",NA,NA,NA,"before 2002","US player"
1854,1854,"Dennis Horner","6-9",230,"North Carolina State","USA",0,NA,NA,205.74,"","","","",NA,NA,NA,"before 2002","US player"
1855,1855,"Donald Sloan","6-3",205,"Texas A&M","USA",0,NA,NA,190.5,"","","","",NA,NA,NA,"before 2002","US player"
1856,1856,"Earl Barron","7-0",250,"Memphis","",0,NA,NA,213.36,"","","","",NA,NA,NA,"before 2002","Foreign player"
1857,1857,"Earl Boykins","5-5",133,"Eastern Michigan","USA",0,NA,NA,165.1,"","","","",NA,NA,NA,"before 2002","US player"
1858,1858,"Edwin Ubiles","6-6",204,"Siena","Puerto Rico",0,NA,NA,198.12,"","","","",NA,NA,NA,"before 2002","Foreign player"
1859,1859,"Eric Dawson","6-9",250,"Midwestern, Tex.","USA",0,NA,NA,205.74,"","","","",NA,NA,NA,"before 2002","US player"
1860,1860,"Gary Forbes","6-7",220,"Massachusetts","Panama",0,NA,NA,200.66,"","","","",NA,NA,NA,"before 2002","Foreign player"
1861,1861,"Gary Neal","6-4",210,"Towson","USA",0,NA,NA,193.04,"","","","",NA,NA,NA,"before 2002","US player"
1862,1862,"Greg Smith","6-10",250,"Fresno State","USA",0,NA,NA,208.28,"","","","",NA,NA,NA,"before 2002","US player"
1863,1863,"Greg Stiemsma","6-11",260,"Wisconsin","USA",0,NA,NA,210.82,"","","","",NA,NA,NA,"before 2002","US player"
1864,1864,"Gustavo Ayon","6-10",250,"None","Mexico",0,NA,NA,208.28,"","","","",NA,NA,NA,"before 2002","Foreign player"
1865,1865,"Hamed Haddadi","7-2",265,"None","Iran",0,NA,NA,218.44,"","","","",NA,NA,NA,"before 2002","Foreign player"
1866,1866,"Ish Smith","6-0",175,"Wake Forest","USA",0,NA,NA,182.88,"","","","",NA,NA,NA,"before 2002","US player"
1867,1867,"Ivan Johnson","6-8",255,"Cal State-San Bernardino","USA",0,NA,NA,203.2,"","","","",NA,NA,NA,"before 2002","US player"
1868,1868,"J.J. Barea","6-0",175,"Northeastern","Puerto Rico",0,NA,NA,182.88,"","","","",NA,NA,NA,"before 2002","Foreign player"
1869,1869,"Jamario Moon","6-8",205,"Meridian Community College","USA",0,NA,NA,203.2,"","","","",NA,NA,NA,"before 2002","US player"
1870,1870,"James Singleton","6-8",230,"Murray State","",0,NA,NA,203.2,"","","","",NA,NA,NA,"before 2002","Foreign player"
1871,1871,"Jannero Pargo","6-1",185,"Arkansas","USA",0,NA,NA,185.42,"","","","",NA,NA,NA,"before 2002","US player"
1872,1872,"Jeff Adrien","6-7",243,"Connecticut","USA",0,NA,NA,200.66,"","","","",NA,NA,NA,"before 2002","US player"
1873,1873,"Jeff Foote","7-0",265,"Cornell","USA",0,NA,NA,213.36,"","","","",NA,NA,NA,"before 2002","US player"
1874,1874,"Jeremy Lin","6-3",200,"Harvard","USA",0,NA,NA,190.5,"","","","",NA,NA,NA,"before 2002","US player"
1875,1875,"Jeremy Pargo","6-2",219,"Gonzaga","USA",0,NA,NA,187.96,"","","","",NA,NA,NA,"before 2002","US player"
1876,1876,"Jerome Dyson","6-3",180,"Connecticut","USA",0,NA,NA,190.5,"","","","",NA,NA,NA,"before 2002","US player"
1877,1877,"Joel Anthony","6-9",245,"Nevada-Las Vegas","Canada",0,NA,NA,205.74,"","","","",NA,NA,NA,"before 2002","Foreign player"
1878,1878,"John Lucas III","5-11",165,"Oklahoma State","USA",0,NA,NA,180.34,"","","","",NA,NA,NA,"before 2002","US player"
1879,1879,"Jose Calderon","6-3",211,"None","Spain",0,NA,NA,190.5,"","","","",NA,NA,NA,"before 2002","Foreign player"
1880,1880,"Josh Davis","6-8",235,"Wyoming","USA",0,NA,NA,203.2,"","","","",NA,NA,NA,"before 2002","US player"
1881,1881,"Julyan Stone","6-6",200,"Texas-El Paso","USA",0,NA,NA,198.12,"","","","",NA,NA,NA,"before 2002","US player"
1882,1882,"Justin Dentmon","5-11",185,"Washington","USA",0,NA,NA,180.34,"","","","",NA,NA,NA,"before 2002","US player"
1883,1883,"Kelenna Azubuike","6-5",215,"Kentucky","England",0,NA,NA,195.58,"","","","",NA,NA,NA,"before 2002","Foreign player"
1884,1884,"Lance Thomas","6-8",225,"Duke","USA",0,NA,NA,203.2,"","","","",NA,NA,NA,"before 2002","US player"
1885,1885,"Larry Owens","6-7",210,"Oral Roberts","",0,NA,NA,200.66,"","","","",NA,NA,NA,"before 2002","Foreign player"
1886,1886,"Lou Amundson","6-9",225,"Nevada-Las Vegas","USA",0,NA,NA,205.74,"","","","",NA,NA,NA,"before 2002","US player"
1887,1887,"Malcolm Thomas","6-9",225,"San Diego State","",0,NA,NA,205.74,"","","","",NA,NA,NA,"before 2002","Foreign player"
1888,1888,"Manny Harris","6-5",185,"Michigan","USA",0,NA,NA,195.58,"","","","",NA,NA,NA,"before 2002","US player"
1889,1889,"Marquis Daniels","6-6",200,"Auburn","USA",0,NA,NA,198.12,"","","","",NA,NA,NA,"before 2002","US player"
1890,1890,"Matt Carroll","6-6",212,"Notre Dame","USA",0,NA,NA,198.12,"","","","",NA,NA,NA,"before 2002","US player"
1891,1891,"Maurice Evans","6-5",220,"Texas","USA",0,NA,NA,195.58,"","","","",NA,NA,NA,"before 2002","US player"
1892,1892,"Mickell Gladness","6-11",220,"Alabama A&M","USA",0,NA,NA,210.82,"","","","",NA,NA,NA,"before 2002","US player"
1893,1893,"Mike James","6-2",188,"Duquesne","",0,NA,NA,187.96,"","","","",NA,NA,NA,"before 2002","Foreign player"
1894,1894,"Mikki Moore","7-0",225,"Nebraska","USA",0,NA,NA,213.36,"","","","",NA,NA,NA,"before 2002","US player"
1895,1895,"Mychel Thompson","6-6",211,"Pepperdine","USA",0,NA,NA,198.12,"","","","",NA,NA,NA,"before 2002","US player"
1896,1896,"Raja Bell","6-5",210,"Florida International","U.S. Virgin I...",0,NA,NA,195.58,"","","","",NA,NA,NA,"before 2002","Foreign player"
1897,1897,"Reggie Evans","6-8",245,"Iowa","USA",0,NA,NA,203.2,"","","","",NA,NA,NA,"before 2002","US player"
1898,1898,"Reggie Williams","6-6",205,"Virginia Military Institute","USA",0,NA,NA,198.12,"","","","",NA,NA,NA,"before 2002","US player"
1899,1899,"Ronnie Price","6-2",190,"Utah Valley","",0,NA,NA,187.96,"","","","",NA,NA,NA,"before 2002","Foreign player"
1900,1900,"Samardo Samuels","6-9",260,"Louisville","Jamaica",0,NA,NA,205.74,"","","","",NA,NA,NA,"before 2002","Foreign player"
1901,1901,"Sundiata Gaines","6-1",200,"Georgia","USA",0,NA,NA,185.42,"","","","",NA,NA,NA,"before 2002","US player"
1902,1902,"Terrel Harris","6-4",190,"Oklahoma State","USA",0,NA,NA,193.04,"","","","",NA,NA,NA,"before 2002","US player"
1903,1903,"Timofey Mozgov","7-1",250,"None","Russia",0,NA,NA,215.9,"","","","",NA,NA,NA,"before 2002","Foreign player"
1904,1904,"Trey Johnson","6-5",215,"Jackson State","USA",0,NA,NA,195.58,"","","","",NA,NA,NA,"before 2002","US player"
